hypothesis,background_id,selected_for_stage2,selection_reason,stage1_classification,stage2_classification,final_classification,stage_used,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,horizon_class1,horizon_class2
H6,H6B0225,False,,inactive,,inactive,1,S193,sobol_symmetric,3.1,0.5,64,14,14
H6,H6B0226,False,,supported,,supported,1,S194,sobol_symmetric,1.25,0.5,16,28,28
H6,H6B0227,False,,inconclusive,,inconclusive,1,S195,sobol_symmetric,2.0,0.1,32,7,7
H6,H6B0228,False,,supported,,supported,1,S196,sobol_symmetric,4.0,0.9,16,21,21
H6,H6B0229,False,,inactive,,inactive,1,S197,sobol_symmetric,4.0,0.3,16,21,21
H6,H6B0230,False,,inactive,,inactive,1,S198,sobol_symmetric,1.25,0.9,64,7,7
H6,H6B0231,False,,inactive,,inactive,1,S199,sobol_symmetric,0.8,0.3,32,28,28
H6,H6B0232,False,,inconclusive,,inconclusive,1,S200,sobol_symmetric,3.1,0.7,32,14,14
H6,H6B0233,False,,supported,,supported,1,S201,sobol_symmetric,2.0,0.1,32,7,7
H6,H6B0234,False,,inconclusive,,inconclusive,1,S202,sobol_symmetric,0.8,0.9,32,21,21
H6,H6B0235,False,,supported,,supported,1,S203,sobol_symmetric,1.25,0.5,16,14,14
H6,H6B0236,False,,inactive,,inactive,1,S204,sobol_symmetric,4.0,0.7,64,28,28
H6,H6B0237,False,,supported,,supported,1,S205,sobol_symmetric,4.0,0.3,64,28,28
H6,H6B0238,False,,supported,,supported,1,S206,sobol_symmetric,2.0,0.7,32,14,14
H6,H6B0239,False,,inactive,,inactive,1,S207,sobol_symmetric,0.8,0.1,64,21,21
H6,H6B0240,False,,inactive,,inactive,1,S208,sobol_symmetric,3.1,0.9,16,7,7
H6,H6B0241,False,,supported,,supported,1,S209,sobol_symmetric,3.1,0.1,32,28,28
H6,H6B0242,False,,inactive,,inactive,1,S210,sobol_symmetric,0.8,0.9,32,14,14
H6,H6B0243,False,,inactive,,inactive,1,S211,sobol_symmetric,2.0,0.3,64,21,21
H6,H6B0244,False,,inconclusive,,inconclusive,1,S212,sobol_symmetric,4.0,0.7,16,7,7
H6,H6B0245,False,,inactive,,inactive,1,S213,sobol_symmetric,4.0,0.3,32,7,7
H6,H6B0246,False,,supported,,supported,1,S214,sobol_symmetric,1.25,0.5,64,21,21
H6,H6B0247,False,,inconclusive,,inconclusive,1,S215,sobol_symmetric,0.8,0.1,16,14,14
H6,H6B0248,False,,inactive,,inactive,1,S216,sobol_symmetric,2.0,0.9,64,28,28
H6,H6B0249,False,,supported,,supported,1,S217,sobol_symmetric,2.0,0.3,16,21,21
H6,H6B0250,False,,inactive,,inactive,1,S218,sobol_symmetric,0.8,0.7,64,7,7
H6,H6B0251,False,,inactive,,inactive,1,S219,sobol_symmetric,1.25,0.3,16,28,28
H6,H6B0252,False,,inactive,,inactive,1,S220,sobol_symmetric,3.1,0.7,64,14,14
H6,H6B0253,False,,inactive,,inactive,1,S221,sobol_symmetric,4.0,0.1,64,14,14
H6,H6B0254,False,,inactive,,inactive,1,S222,sobol_symmetric,1.25,0.9,16,28,28
H6,H6B0255,False,,supported,,supported,1,S223,sobol_symmetric,1.25,0.5,32,7,7
H6,H6B0256,False,,inactive,,inactive,1,S224,sobol_symmetric,3.1,0.5,32,21,21
H6,H6B0257,False,,supported,,supported,1,X001,asymmetric_stress,4.0,0.3,32,21,21
H6,H6B0258,False,,supported,,supported,1,X002,asymmetric_stress,1.25,0.5,64,21,21
H6,H6B0259,False,,inactive,,inactive,1,X003,asymmetric_stress,1.25,0.1,32,14,14
H6,H6B0260,False,,supported,,supported,1,X004,asymmetric_stress,1.25,0.1,32,21,21
H6,H6B0261,False,,inconclusive,,inconclusive,1,X005,asymmetric_stress,4.0,0.5,32,21,28
H6,H6B0262,False,,inconclusive,,inconclusive,1,X006,asymmetric_stress,2.0,0.1,32,7,21
H6,H6B0263,False,,supported,,supported,1,X007,asymmetric_stress,2.0,0.5,32,14,28
H6,H6B0264,False,,inconclusive,,inconclusive,1,X008,asymmetric_stress,3.1,0.1,32,14,14
H6,H6B0265,False,,supported,,supported,1,X009,asymmetric_stress,0.8,0.1,16,28,28
H6,H6B0266,False,,supported,,supported,1,X010,asymmetric_stress,3.1,0.5,64,21,21
H6,H6B0267,False,,inactive,,inactive,1,X011,asymmetric_stress,0.8,0.9,32,21,21
H6,H6B0268,False,,inactive,,inactive,1,X012,asymmetric_stress,3.1,0.3,32,7,7
H6,H6B0269,False,,inactive,,inactive,1,X013,asymmetric_stress,0.8,0.5,32,14,21
H6,H6B0270,False,,inactive,,inactive,1,X014,asymmetric_stress,2.0,0.7,16,21,28
H6,H6B0271,False,,inactive,,inactive,1,X015,asymmetric_stress,1.25,0.5,16,14,14
H6,H6B0272,False,,inactive,,inactive,1,X016,asymmetric_stress,1.25,0.3,16,28,28
H6,H6B0273,False,,supported,,supported,1,X017,asymmetric_stress,2.0,0.5,32,14,14
H6,H6B0274,False,,inconclusive,,inconclusive,1,X018,asymmetric_stress,1.25,0.9,64,7,7
H6,H6B0275,False,,supported,,supported,1,X019,asymmetric_stress,1.25,0.1,64,14,14
H6,H6B0276,False,,supported,,supported,1,X020,asymmetric_stress,4.0,0.1,32,28,28
H6,H6B0277,False,,inconclusive,,inconclusive,1,X021,asymmetric_stress,3.1,0.9,16,28,21
H6,H6B0278,False,,inactive,,inactive,1,X022,asymmetric_stress,0.8,0.5,32,7,7
H6,H6B0279,False,,inactive,,inactive,1,X024,asymmetric_stress,0.8,0.5,32,14,14
H6,H6B0280,False,,supported,,supported,1,X025,asymmetric_stress,1.25,0.1,32,14,21
H6,H6B0281,False,,inconclusive,,inconclusive,1,X026,asymmetric_stress,3.1,0.7,32,28,14
H6,H6B0282,False,,inconclusive,,inconclusive,1,X027,asymmetric_stress,4.0,0.7,32,21,7
H6,H6B0283,False,,inconclusive,,inconclusive,1,X028,asymmetric_stress,3.1,0.9,64,28,14
H6,H6B0284,False,,inactive,,inactive,1,X029,asymmetric_stress,3.1,0.3,32,7,7
H6,H6B0285,False,,inconclusive,,inconclusive,1,X030,asymmetric_stress,4.0,0.9,64,14,14
H6,H6B0286,False,,supported,,supported,1,X031,asymmetric_stress,1.25,0.3,32,28,28
H6,H6B0287,False,,inconclusive,,inconclusive,1,X032,asymmetric_stress,0.8,0.7,32,14,14
H6,H6B0288,False,,inactive,,inactive,1,X033,asymmetric_stress,1.25,0.3,64,14,14
H6,H6B0289,False,,inconclusive,,inconclusive,1,X034,asymmetric_stress,1.25,0.9,16,28,28
H6,H6B0290,False,,supported,,supported,1,X035,asymmetric_stress,0.8,0.1,16,28,28
H6,H6B0291,False,,inconclusive,,inconclusive,1,X036,asymmetric_stress,4.0,0.9,64,14,14
H6,H6B0292,False,,supported,,supported,1,X037,asymmetric_stress,3.1,0.1,64,14,14
H6,H6B0293,False,,inactive,,inactive,1,X038,asymmetric_stress,0.8,0.1,64,28,28
H6,H6B0294,False,,supported,,supported,1,X039,asymmetric_stress,1.25,0.3,32,28,28
H6,H6B0295,False,,inactive,,inactive,1,X040,asymmetric_stress,3.1,0.5,32,14,21
H6,H6B0296,False,,inactive,,inactive,1,X041,asymmetric_stress,0.8,0.9,64,28,28
H6,H6B0297,False,,inactive,,inactive,1,X042,asymmetric_stress,0.8,0.5,16,21,21
H6,H6B0298,False,,inactive,,inactive,1,X043,asymmetric_stress,0.8,0.7,32,21,21
H6,H6B0299,False,,inactive,,inactive,1,X044,asymmetric_stress,4.0,0.3,32,28,21
H6,H6B0300,False,,supported,,supported,1,X045,asymmetric_stress,3.1,0.1,32,28,28
H6,H6B0301,False,,supported,,supported,1,X047,asymmetric_stress,1.25,0.3,16,28,21
H6,H6B0302,False,,supported,,supported,1,X048,asymmetric_stress,4.0,0.3,32,14,14
H6,H6B0303,False,,supported,,supported,1,X049,asymmetric_stress,4.0,0.3,16,14,21
H6,H6B0304,False,,inactive,,inactive,1,X050,asymmetric_stress,3.1,0.9,16,21,28
H6,H6B0305,False,,inactive,,inactive,1,X051,asymmetric_stress,1.25,0.1,16,14,21
H6,H6B0306,False,,inactive,,inactive,1,X052,asymmetric_stress,4.0,0.7,32,21,14
H6,H6B0307,False,,inconclusive,,inconclusive,1,X053,asymmetric_stress,0.8,0.9,32,14,14
H6,H6B0308,False,,inconclusive,,inconclusive,1,X054,asymmetric_stress,1.25,0.5,16,21,21
H6,H6B0309,False,,inconclusive,,inconclusive,1,X055,asymmetric_stress,4.0,0.3,64,7,7
H6,H6B0310,False,,inactive,,inactive,1,X056,asymmetric_stress,1.25,0.1,64,7,14
H6,H6B0311,False,,inconclusive,,inconclusive,1,X057,asymmetric_stress,2.0,0.7,16,21,21
H6,H6B0312,False,,inconclusive,,inconclusive,1,X058,asymmetric_stress,3.1,0.9,64,28,28
H6,H6B0313,False,,supported,,supported,1,X059,asymmetric_stress,4.0,0.1,32,28,28
H6,H6B0314,False,,inactive,,inactive,1,X061,asymmetric_stress,2.0,0.9,64,14,28
H6,H6B0315,False,,inconclusive,,inconclusive,1,X062,asymmetric_stress,4.0,0.5,16,14,14
H6,H6B0316,False,,inactive,,inactive,1,X063,asymmetric_stress,0.8,0.3,64,21,21
H6,H6B0317,False,,inconclusive,,inconclusive,1,X064,asymmetric_stress,4.0,0.7,16,7,7
H6,H6B0318,False,,supported,,supported,1,X065,asymmetric_stress,1.25,0.1,32,14,14
H6,H6B0319,False,,supported,,supported,1,X066,asymmetric_stress,3.1,0.7,16,28,28
H6,H6B0320,False,,supported,,supported,1,X068,asymmetric_stress,2.0,0.9,64,28,21
H6,H6B0321,False,,supported,,supported,1,X069,asymmetric_stress,0.8,0.9,16,7,7
H6,H6B0322,True,stage1_reversed,reversed,,reversed,1,X070,asymmetric_stress,4.0,0.3,16,14,14
H6,H6B0323,False,,supported,,supported,1,X071,asymmetric_stress,1.25,0.3,16,21,21
H6,H6B0324,False,,supported,,supported,1,X072,asymmetric_stress,4.0,0.1,32,28,28
H6,H6B0325,False,,inconclusive,,inconclusive,1,X073,asymmetric_stress,4.0,0.7,32,28,7
H6,H6B0326,False,,supported,,supported,1,X074,asymmetric_stress,2.0,0.7,32,14,28
H6,H6B0327,False,,inactive,,inactive,1,X075,asymmetric_stress,3.1,0.7,64,14,14
H6,H6B0328,False,,inactive,,inactive,1,X076,asymmetric_stress,0.8,0.9,16,7,14
H6,H6B0329,False,,inactive,,inactive,1,X077,asymmetric_stress,4.0,0.5,16,7,7
H6,H6B0330,False,,inactive,,inactive,1,X078,asymmetric_stress,0.8,0.1,16,14,14
H6,H6B0331,False,,supported,,supported,1,X079,asymmetric_stress,3.1,0.5,64,28,7
H6,H6B0332,False,,supported,,supported,1,X080,asymmetric_stress,2.0,0.5,32,14,28
H6,H6B0333,False,,inactive,,inactive,1,X081,asymmetric_stress,1.25,0.9,16,21,21
H6,H6B0334,False,,supported,,supported,1,X082,asymmetric_stress,4.0,0.3,32,28,21
H6,H6B0335,False,,inactive,,inactive,1,X083,asymmetric_stress,0.8,0.5,32,7,7
H6,H6B0336,False,,inactive,,inactive,1,X084,asymmetric_stress,2.0,0.7,16,28,28
H6,H6B0337,False,,inconclusive,,inconclusive,1,X085,asymmetric_stress,2.0,0.3,16,14,21
H6,H6B0338,False,,inactive,,inactive,1,X086,asymmetric_stress,1.25,0.5,64,7,7
H6,H6B0339,False,,inconclusive,,inconclusive,1,X087,asymmetric_stress,1.25,0.9,16,28,28
H6,H6B0340,False,,inactive,,inactive,1,X088,asymmetric_stress,4.0,0.7,32,21,14
H6,H6B0341,False,,supported,,supported,1,X089,asymmetric_stress,4.0,0.3,64,28,28
H6,H6B0342,False,,supported,,supported,1,X090,asymmetric_stress,1.25,0.9,32,14,14
H6,H6B0343,False,,inactive,,inactive,1,X091,asymmetric_stress,2.0,0.3,64,14,14
H6,H6B0344,False,,supported,,supported,1,X092,asymmetric_stress,1.25,0.5,32,14,28
H6,H6B0345,False,,inactive,,inactive,1,X093,asymmetric_stress,1.25,0.9,16,14,14
H6,H6B0346,False,,inactive,,inactive,1,X094,asymmetric_stress,0.8,0.9,16,7,7
H6,H6B0347,False,,inactive,,inactive,1,X095,asymmetric_stress,2.0,0.7,32,14,14
H6,H6B0348,False,,supported,,supported,1,X096,asymmetric_stress,3.1,0.3,16,28,21
H6,H6B0349,False,,supported,,supported,1,X098,asymmetric_stress,0.8,0.5,16,28,14
H6,H6B0350,False,,supported,,supported,1,X099,asymmetric_stress,2.0,0.5,32,14,14
H6,H6B0351,False,,inconclusive,,inconclusive,1,X100,asymmetric_stress,3.1,0.5,32,21,21
H6,H6B0352,False,,inconclusive,,inconclusive,1,X101,asymmetric_stress,3.1,0.9,16,28,28
H6,H6B0353,False,,supported,,supported,1,X102,asymmetric_stress,4.0,0.3,32,28,14
H6,H6B0354,False,,inactive,,inactive,1,X103,asymmetric_stress,3.1,0.7,64,14,14
H6,H6B0355,False,,supported,,supported,1,X104,asymmetric_stress,3.1,0.5,32,28,21
H6,H6B0356,False,,supported,,supported,1,X105,asymmetric_stress,4.0,0.1,16,14,21
H6,H6B0357,False,,inactive,,inactive,1,X106,asymmetric_stress,0.8,0.5,64,14,28
H6,H6B0358,False,,inactive,,inactive,1,X107,asymmetric_stress,2.0,0.3,64,14,14
H6,H6B0359,False,,inactive,,inactive,1,X108,asymmetric_stress,0.8,0.5,32,28,7
H6,H6B0360,False,,inactive,,inactive,1,X110,asymmetric_stress,2.0,0.1,16,21,21
H6,H6B0361,False,,supported,,supported,1,X111,asymmetric_stress,4.0,0.5,32,14,14
H6,H6B0362,False,,supported,,supported,1,X112,asymmetric_stress,0.8,0.7,16,28,14
H6,H6B0363,False,,inactive,,inactive,1,X113,asymmetric_stress,2.0,0.7,16,21,21
H6,H6B0364,False,,inactive,,inactive,1,X114,asymmetric_stress,0.8,0.1,64,21,21
H6,H6B0365,False,,supported,,supported,1,X115,asymmetric_stress,2.0,0.9,32,14,7
H6,H6B0366,False,,inactive,,inactive,1,X116,asymmetric_stress,2.0,0.3,16,28,28
H6,H6B0367,False,,supported,,supported,1,X117,asymmetric_stress,3.1,0.7,64,14,14
H6,H6B0368,False,,inconclusive,,inconclusive,1,X118,asymmetric_stress,4.0,0.5,16,14,14
H6,H6B0369,False,,inconclusive,,inconclusive,1,X119,asymmetric_stress,4.0,0.7,32,7,7
H6,H6B0370,False,,inconclusive,,inconclusive,1,X120,asymmetric_stress,3.1,0.5,32,14,21
H6,H6B0371,False,,supported,,supported,1,X121,asymmetric_stress,0.8,0.3,32,28,14
H6,H6B0372,False,,supported,,supported,1,X122,asymmetric_stress,2.0,0.7,64,28,28
H6,H6B0373,False,,inconclusive,,inconclusive,1,X123,asymmetric_stress,3.1,0.3,32,14,14
H6,H6B0374,False,,inconclusive,,inconclusive,1,X124,asymmetric_stress,3.1,0.9,64,14,28
H6,H6B0375,False,,supported,,supported,1,X125,asymmetric_stress,1.25,0.7,16,14,28
H6,H6B0376,False,,inactive,,inactive,1,X126,asymmetric_stress,3.1,0.1,16,28,28
H6,H6B0377,False,,inactive,,inactive,1,X127,asymmetric_stress,0.8,0.1,32,28,28
H6,H6B0378,False,,inactive,,inactive,1,X128,asymmetric_stress,0.8,0.7,32,28,21
H7,H7B0001,False,,inactive,,inactive,1,A001,anchor,0.8,0.1,16,14,14
H7,H7B0002,False,,inactive,,inactive,1,A002,anchor,0.8,0.3,32,14,14
H7,H7B0003,False,,inactive,,inactive,1,A003,anchor,0.8,0.5,64,14,14
H7,H7B0004,False,,inactive,,inactive,1,A004,anchor,1.25,0.7,16,14,14
H7,H7B0005,False,,inactive,,inactive,1,A005,anchor,1.25,0.9,32,14,14
H7,H7B0006,False,,inactive,,inactive,1,A006,anchor,1.25,0.1,64,14,14
H7,H7B0007,False,,supported,,supported,1,A007,anchor,2.0,0.3,16,14,14
H7,H7B0008,False,,supported,,supported,1,A008,anchor,2.0,0.5,32,14,14
H7,H7B0009,False,,supported,,supported,1,A009,anchor,2.0,0.7,64,14,14
H7,H7B0010,False,,supported,,supported,1,A010,anchor,3.1,0.9,16,14,14
H7,H7B0011,False,,supported,,supported,1,A011,anchor,3.1,0.1,32,14,14
H7,H7B0012,False,,supported,,supported,1,A012,anchor,3.1,0.3,64,14,14
H7,H7B0013,False,,supported,,supported,1,A013,anchor,4.0,0.5,16,14,14
H7,H7B0014,False,,supported,,supported,1,A014,anchor,4.0,0.7,32,14,14
H7,H7B0015,False,,supported,,supported,1,A015;X036,anchor,4.0,0.9,64,14,14
H7,H7B0016,False,,inactive,,inactive,1,A016,anchor,0.8,0.5,32,7,7
H7,H7B0017,False,,inactive,,inactive,1,A017,anchor,1.25,0.3,64,21,21
H7,H7B0018,False,,inactive,,inactive,1,A018,anchor,2.0,0.7,16,28,28
H7,H7B0019,True,stage1_reversed,reversed,reversed,reversed,2,A019,anchor,3.1,0.5,32,14,14
H7,H7B0020,False,,inactive,,inactive,1,A020,anchor,4.0,0.5,32,14,14
H7,H7B0021,False,,inactive,,inactive,1,A021,anchor,0.8,0.1,64,28,28
H7,H7B0022,False,,inactive,,inactive,1,A022,anchor,4.0,0.9,16,7,7
H7,H7B0023,False,,inactive,,inactive,1,A023,anchor,3.1,0.1,32,21,21
H7,H7B0024,False,,inactive,,inactive,1,A024,anchor,3.1,0.9,32,21,21
H7,H7B0025,False,,inconclusive,,inconclusive,1,A025,anchor,4.0,0.5,32,28,28
H7,H7B0026,False,,inactive,,inactive,1,A026,anchor,2.0,0.5,32,14,14
H7,H7B0027,True,stage1_reversed,reversed,,reversed,1,A027,anchor,1.25,0.5,16,21,21
H7,H7B0028,True,stage1_reversed,reversed,,reversed,1,A028,anchor,1.25,0.5,64,21,21
H7,H7B0029,False,,inactive,,inactive,1,A029,anchor,3.1,0.3,32,14,14
H7,H7B0030,False,,inactive,,inactive,1,A030,anchor,3.1,0.7,32,14,14
H7,H7B0031,False,,supported,,supported,1,A031,anchor,3.1,0.5,32,14,14
H7,H7B0032,False,,inconclusive,,inconclusive,1,A032,anchor,3.1,0.5,32,14,14
H7,H7B0033,False,,inactive,,inactive,1,S001,sobol_symmetric,3.1,0.3,16,21,21
H7,H7B0034,False,,inactive,,inactive,1,S002,sobol_symmetric,1.25,0.7,64,7,7
H7,H7B0035,True,uncertainty_limited_inconclusive,inconclusive,,inconclusive,1,S003,sobol_symmetric,2.0,0.1,16,28,28
H7,H7B0036,False,,inactive,,inactive,1,S004,sobol_symmetric,4.0,0.9,64,14,14
H7,H7B0037,False,,inactive,,inactive,1,S005,sobol_symmetric,3.1,0.1,64,14,14
H7,H7B0038,True,stage1_reversed,reversed,,reversed,1,S006,sobol_symmetric,1.25,0.9,16,28,28
H7,H7B0039,False,,inactive,,inactive,1,S007,sobol_symmetric,0.8,0.5,32,7,7
H7,H7B0040,False,,inactive,,inactive,1,S008,sobol_symmetric,3.1,0.7,32,21,21
H7,H7B0041,False,,inactive,,inactive,1,S009,sobol_symmetric,2.0,0.3,32,28,28
H7,H7B0042,False,,inactive,,inactive,1,S010;X053,sobol_symmetric,0.8,0.9,32,14,14
H7,H7B0043,False,,inactive,,inactive,1,S011,sobol_symmetric,1.25,0.3,64,21,21
H7,H7B0044,False,,inactive,,inactive,1,S012,sobol_symmetric,4.0,0.7,16,7,7
H7,H7B0045,False,,inactive,,inactive,1,S013,sobol_symmetric,4.0,0.5,16,7,7
H7,H7B0046,False,,inactive,,inactive,1,S014,sobol_symmetric,2.0,0.5,64,21,21
H7,H7B0047,False,,inactive,,inactive,1,S015;X078,sobol_symmetric,0.8,0.1,16,14,14
H7,H7B0048,False,,supported,,supported,1,S016,sobol_symmetric,3.1,0.9,64,28,28
H7,H7B0049,False,,supported,,supported,1,S017,sobol_symmetric,3.1,0.1,32,7,7
H7,H7B0050,False,,inactive,,inactive,1,S018,sobol_symmetric,0.8,0.9,32,21,21
H7,H7B0051,False,,inactive,,inactive,1,S019,sobol_symmetric,2.0,0.5,16,14,14
H7,H7B0052,False,,supported,,supported,1,S020,sobol_symmetric,4.0,0.5,64,28,28
H7,H7B0053,False,,supported,,supported,1,S021,sobol_symmetric,4.0,0.3,32,28,28
H7,H7B0054,False,,inactive,,inactive,1,S022,sobol_symmetric,1.25,0.7,16,14,14
H7,H7B0055,False,,inactive,,inactive,1,S023,sobol_symmetric,0.8,0.3,64,21,21
H7,H7B0056,False,,inactive,,inactive,1,S024,sobol_symmetric,2.0,0.7,16,7,7
H7,H7B0057,False,,inactive,,inactive,1,S025,sobol_symmetric,2.0,0.3,64,14,14
H7,H7B0058,False,,inactive,,inactive,1,S026,sobol_symmetric,0.8,0.5,16,28,28
H7,H7B0059,False,,inactive,,inactive,1,S027,sobol_symmetric,1.25,0.1,64,7,7
H7,H7B0060,True,stage1_reversed,reversed,,reversed,1,S028,sobol_symmetric,3.1,0.9,32,21,21
H7,H7B0061,True,stage1_reversed,reversed,,reversed,1,S029,sobol_symmetric,4.0,0.1,16,21,21
H7,H7B0062,False,,inactive,,inactive,1,S030,sobol_symmetric,1.25,0.9,64,7,7
H7,H7B0063,False,,inactive,,inactive,1,S031;X031;X039,sobol_symmetric,1.25,0.3,32,28,28
H7,H7B0064,True,stage1_reversed,reversed,,reversed,1,S032,sobol_symmetric,3.1,0.7,32,14,14
H7,H7B0065,False,,inactive,,inactive,1,S033,sobol_symmetric,3.1,0.1,64,7,7
H7,H7B0066,False,,inactive,,inactive,1,S034;X081,sobol_symmetric,1.25,0.9,16,21,21
H7,H7B0067,False,,supported,,supported,1,S035,sobol_symmetric,1.25,0.3,32,14,14
H7,H7B0068,False,,supported,,supported,1,S036,sobol_symmetric,4.0,0.7,32,28,28
H7,H7B0069,False,,inactive,,inactive,1,S037,sobol_symmetric,3.1,0.5,16,28,28
H7,H7B0070,False,,inactive,,inactive,1,S038,sobol_symmetric,1.25,0.5,64,14,14
H7,H7B0071,False,,inactive,,inactive,1,S039,sobol_symmetric,0.8,0.1,16,21,21
H7,H7B0072,False,,inactive,,inactive,1,S040,sobol_symmetric,2.0,0.9,32,7,7
H7,H7B0073,True,stage1_reversed,reversed,,reversed,1,S041,sobol_symmetric,2.0,0.3,16,14,14
H7,H7B0074,False,,inactive,,inactive,1,S042,sobol_symmetric,0.8,0.7,64,28,28
H7,H7B0075,False,,inactive,,inactive,1,S043,sobol_symmetric,1.25,0.3,16,7,7
H7,H7B0076,False,,inactive,,inactive,1,S044,sobol_symmetric,4.0,0.7,64,21,21
H7,H7B0077,False,,inactive,,inactive,1,S045,sobol_symmetric,4.0,0.1,32,21,21
H7,H7B0078,False,,inactive,,inactive,1,S046,sobol_symmetric,2.0,0.9,32,7,7
H7,H7B0079,False,,inactive,,inactive,1,S047,sobol_symmetric,0.8,0.5,64,28,28
H7,H7B0080,False,,inconclusive,,inconclusive,1,S048,sobol_symmetric,3.1,0.5,16,14,14
H7,H7B0081,False,,inactive,,inactive,1,S049;X010,sobol_symmetric,3.1,0.5,64,21,21
H7,H7B0082,False,,inactive,,inactive,1,S050,sobol_symmetric,0.8,0.5,32,7,7
H7,H7B0083,False,,supported,,supported,1,S051,sobol_symmetric,2.0,0.1,64,28,28
H7,H7B0084,False,,inactive,,inactive,1,S052,sobol_symmetric,4.0,0.9,16,14,14
H7,H7B0085,False,,inactive,,inactive,1,S053,sobol_symmetric,4.0,0.1,32,14,14
H7,H7B0086,False,,inactive,,inactive,1,S054,sobol_symmetric,1.25,0.7,32,28,28
H7,H7B0087,False,,inactive,,inactive,1,S055,sobol_symmetric,0.8,0.3,16,7,7
H7,H7B0088,False,,inactive,,inactive,1,S056,sobol_symmetric,2.0,0.7,64,21,21
H7,H7B0089,False,,inactive,,inactive,1,S057,sobol_symmetric,3.1,0.1,16,28,28
H7,H7B0090,False,,inactive,,inactive,1,S058,sobol_symmetric,0.8,0.9,64,14,14
H7,H7B0091,False,,inactive,,inactive,1,S059,sobol_symmetric,1.25,0.3,32,21,21
H7,H7B0092,True,stage1_reversed,reversed,,reversed,1,S060,sobol_symmetric,4.0,0.5,32,7,7
H7,H7B0093,False,,inactive,,inactive,1,S061,sobol_symmetric,4.0,0.3,64,7,7
H7,H7B0094,False,,inactive,,inactive,1,S062,sobol_symmetric,2.0,0.7,16,21,21
H7,H7B0095,False,,inactive,,inactive,1,S063,sobol_symmetric,1.25,0.1,32,14,14
H7,H7B0096,False,,inactive,,inactive,1,S064,sobol_symmetric,3.1,0.9,16,28,28
H7,H7B0097,False,,inactive,,inactive,1,S065,sobol_symmetric,3.1,0.1,64,14,14
H7,H7B0098,False,,inactive,,inactive,1,S066,sobol_symmetric,1.25,0.9,16,28,28
H7,H7B0099,False,,supported,,supported,1,S067,sobol_symmetric,2.0,0.5,64,7,7
H7,H7B0100,False,,inactive,,inactive,1,S068,sobol_symmetric,4.0,0.7,16,21,21
H7,H7B0101,False,,inactive,,inactive,1,S069,sobol_symmetric,4.0,0.3,32,21,21
H7,H7B0102,False,,inactive,,inactive,1,S070,sobol_symmetric,1.25,0.7,32,7,7
H7,H7B0103,False,,inactive,,inactive,1,S071,sobol_symmetric,0.8,0.1,16,28,28
H7,H7B0104,False,,supported,,supported,1,S072,sobol_symmetric,3.1,0.9,64,14,14
H7,H7B0105,False,,inactive,,inactive,1,S073,sobol_symmetric,2.0,0.5,16,7,7
H7,H7B0106,False,,inactive,,inactive,1,S074,sobol_symmetric,0.8,0.5,64,21,21
H7,H7B0107,False,,supported,,supported,1,S075,sobol_symmetric,1.25,0.1,32,14,14
H7,H7B0108,False,,supported,,supported,1,S076,sobol_symmetric,4.0,0.9,32,28,28
H7,H7B0109,False,,inactive,,inactive,1,S077,sobol_symmetric,4.0,0.3,64,28,28
H7,H7B0110,True,stage1_reversed,reversed,,reversed,1,S078,sobol_symmetric,2.0,0.7,16,14,14
H7,H7B0111,False,,inactive,,inactive,1,S079,sobol_symmetric,0.8,0.3,64,21,21
H7,H7B0112,False,,inactive,,inactive,1,S080,sobol_symmetric,3.1,0.7,32,7,7
H7,H7B0113,False,,inactive,,inactive,1,S081,sobol_symmetric,3.1,0.3,64,28,28
H7,H7B0114,False,,inactive,,inactive,1,S082,sobol_symmetric,0.8,0.7,16,14,14
H7,H7B0115,False,,inactive,,inactive,1,S083,sobol_symmetric,2.0,0.1,32,21,21
H7,H7B0116,False,,inconclusive,,inconclusive,1,S084,sobol_symmetric,4.0,0.7,32,7,7
H7,H7B0117,True,stage1_reversed,reversed,,reversed,1,S085,sobol_symmetric,4.0,0.1,16,7,7
H7,H7B0118,False,,inactive,,inactive,1,S086,sobol_symmetric,1.25,0.9,64,21,21
H7,H7B0119,False,,inactive,,inactive,1,S087,sobol_symmetric,0.8,0.5,32,14,14
H7,H7B0120,True,stage1_reversed,reversed,,reversed,1,S088,sobol_symmetric,2.0,0.5,64,28,28
H7,H7B0121,False,,inactive,,inactive,1,S089;X110,sobol_symmetric,2.0,0.1,16,21,21
H7,H7B0122,False,,inactive,,inactive,1,S090,sobol_symmetric,0.8,0.9,32,7,7
H7,H7B0123,False,,inactive,,inactive,1,S091,sobol_symmetric,1.25,0.3,16,28,28
H7,H7B0124,False,,inactive,,inactive,1,S092,sobol_symmetric,3.1,0.7,64,14,14
H7,H7B0125,False,,inactive,,inactive,1,S093,sobol_symmetric,4.0,0.3,32,14,14
H7,H7B0126,False,,supported,,supported,1,S094,sobol_symmetric,2.0,0.5,32,28,28
H7,H7B0127,False,,inactive,,inactive,1,S095,sobol_symmetric,1.25,0.1,64,7,7
H7,H7B0128,False,,supported,,supported,1,S096,sobol_symmetric,3.1,0.9,16,21,21
H7,H7B0129,False,,supported,,supported,1,S097,sobol_symmetric,3.1,0.5,32,28,28
H7,H7B0130,False,,inactive,,inactive,1,S098,sobol_symmetric,0.8,0.7,32,14,14
